userID,itemID,rating
117,54,1
166,58,1
126,60,1
127,12,1
172,54,1
156,95,1
57,4,1
70,71,1
20,30,1
192,88,1
3,66,1
82,75,1
168,38,1
47,86,1
147,26,1
121,42,1
175,51,1
179,93,1
53,97,1
67,55,1
125,48,1
117,69,1
59,30,1
102,16,1
145,23,1
0,33,1
192,43,1
70,26,1
168,51,1
103,91,1
1,69,1
94,52,1
196,90,1
193,54,1
58,57,1
162,15,1
188,93,1
103,0,1
20,13,1
128,9,1
24,4,1
185,45,1
2,25,1
185,85,1
8,65,1
162,31,1
28,25,1
73,60,1
149,41,1
10,51,1
26,87,1
162,33,1
192,54,1
162,43,1
127,93,1
87,92,1
114,35,1
88,34,1
106,61,1
34,15,1
155,99,1
191,94,1
33,66,1
101,82,1
185,75,1
112,82,1
2,44,1
136,57,1
123,67,1
195,9,1
193,23,1
46,24,1
78,9,1
33,48,1
196,99,1
71,99,1
6,90,1
165,96,1
114,3,1
94,74,1
35,21,1
145,27,1
122,1,1
164,70,1
129,82,1
140,96,1
81,15,1
118,68,1
7,62,1
162,22,1
43,0,1
60,23,1
92,11,1
189,66,1
83,70,1
165,15,1
183,33,1
6,56,1
94,65,1
185,79,1
3,31,1
143,44,1
160,28,1
102,90,1
102,44,1
64,43,1
108,80,1
192,28,1
87,31,1
4,62,1
162,76,1
53,81,1
29,43,1
80,43,1
8,76,1
184,55,1
178,72,1
61,7,1
32,38,1
12,4,1
118,93,1
81,43,1
148,32,1
139,23,1
140,51,1
35,43,1
193,75,1
119,58,1
83,65,1
103,82,1
92,86,1
114,54,1
145,81,1
120,65,1
188,21,1
139,36,1
50,88,1
41,72,1
36,96,1
88,36,1
83,9,1
109,51,1
95,65,1
107,50,1
26,42,1
138,0,1
115,32,1
175,30,1
76,92,1
22,13,1
186,60,1
191,8,1
76,83,1
197,0,1
49,73,1
36,13,1
64,84,1
102,8,1
142,71,1
62,18,1
27,54,1
96,59,1
113,34,1
7,93,1
108,99,1
79,51,1
35,54,1
190,72,1
94,31,1
42,61,1
180,33,1
113,5,1
149,10,1
116,3,1
71,47,1
79,27,1
64,85,1
139,53,1
124,53,1
112,10,1
70,60,1
48,3,1
129,76,1
113,27,1
24,25,1
72,59,1
67,23,1
199,57,1
97,58,1
130,64,1
28,69,1
119,81,1
52,4,1
110,38,1
65,72,1
65,78,1
76,16,1
198,49,1
38,94,1
8,7,1
114,90,1
19,27,1
127,31,1
74,50,1
127,4,1
110,97,1
148,81,1
105,73,1
101,15,1
22,19,1
36,77,1
27,33,1
101,79,1
114,2,1
18,74,1
64,84,1
78,77,1
48,47,1
154,35,1
57,65,1
5,47,1
7,28,1
118,47,1
142,22,1
57,22,1
37,38,1
136,35,1
122,59,1
8,40,1
